Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,1395,Research & Development,10,5,Medical,2,1939,6,Female,58,4,2,Research Scientist,3,Divorced,2134,18117,2,Y,Yes,15,1,2,78,0,18,4,1,20,11,2,9
56,No,Non-Travel,351,Sales,3,3,Medical,0,1824,4,Male,53,5,3,Manager,4,Divorced,16292,22575,6,Y,No,20,2,3,81,3,38,1,0,18,11,14,13
39,No,Travel_Rarely,591,Sales,11,1,Marketing,1,1786,2,Male,47,4,4,Sales Executive,1,Married,4187,8799,1,Y,No,16,2,2,78,0,6,3,4,4,4,0,3
33,No,Travel_Rarely,922,Research & Development,0,5,Medical,3,613,2,Female,95,2,6,Research Director,2,Divorced,16186,22578,6,Y,No,19,3,2,82,2,10,0,1,6,0,0,5
32,No,Travel_Rarely,635,Research & Development,3,4,Other,3,1606,1,Female,36,2,3,Research Scientist,4,Married,3314,18784,3,Y,No,15,5,4,78,1,5,3,3,1,1,0,2
41,No,Travel_Rarely,314,Human Resources,3,2,Human Resources,0,736,5,Male,60,0,6,Manager,4,Married,19188,19562,2,Y,No,10,3,3,82,1,22,4,2,21,9,2,11
40,No,Travel_Rarely,798,Sales,4,0,Marketing,1,1816,2,Female,79,3,3,Sales Executive,4,Divorced,10446,26456,1,Y,Yes,11,1,4,82,2,25,4,5,21,12,13,7
35,No,Travel_Frequently,828,Research & Development,0,5,Other,2,999,4,Female,83,4,2,Healthcare Representative,2,Married,5486,20161,0,Y,Yes,15,5,3,81,1,6,1,1,6,3,3,0
28,No,Travel_Rarely,1105,Research & Development,29,5,Life Sciences,2,1121,5,Female,94,4,0,Research Scientist,5,Divorced,2515,26970,3,Y,No,22,4,0,80,0,10,0,3,7,3,2,6
39,Yes,Travel_Rarely,1178,Research & Development,29,0,Medical,2,284,4,Male,72,4,1,Healthcare Representative,2,Married,6671,11355,6,Y,Yes,21,4,4,81,0,15,3,4,0,0,0,0
33,No,Non-Travel,998,Research & Development,28,2,Technical Degree,0,1376,3,Female,90,4,1,Research Scientist,5,Divorced,2031,15893,1,Y,No,20,5,5,79,3,4,0,3,5,6,1,0
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1
34,No,Travel_Rarely,808,Research & Development,17,1,Medical,2,16,0,Male,83,5,0,Laboratory Technician,4,Married,2428,16481,1,Y,No,11,5,3,81,3,5,6,3,6,3,0,3
53,No,Travel_Rarely,659,Sales,6,1,Marketing,1,864,0,Female,78,0,1,Sales Executive,4,Married,10934,20715,8,Y,Yes,16,3,2,79,0,35,4,4,4,4,0,6
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
33,Yes,Travel_Rarely,204,Research & Development,7,3,Life Sciences,1,1433,2,Female,36,4,0,Research Scientist,3,Single,1263,22264,1,Y,No,13,3,3,81,0,2,4,2,3,0,2,1
39,Yes,Travel_Rarely,893,Sales,7,2,Technical Degree,2,40,6,Male,55,4,2,Sales Representative,4,Married,2088,3337,4,Y,No,12,2,5,82,0,19,8,2,0,1,0,0
35,No,Travel_Rarely,936,Research & Development,1,5,Medical,2,960,4,Male,78,2,1,Laboratory Technician,2,Single,2520,12287,5,Y,No,21,5,2,80,0,15,8,1,11,6,5,7
41,No,Travel_Rarely,801,Sales,9,2,Life Sciences,3,177,2,Male,98,4,2,Sales Executive,2,Divorced,8189,21197,1,Y,Yes,12,5,4,82,2,13,4,2,8,9,1,6
49,No,Travel_Rarely,1404,Research & Development,11,0,Technical Degree,3,1368,2,Female,82,1,5,Manufacturing Director,2,Single,13140,24438,1,Y,No,14,2,4,80,0,31,1,2,6,4,1,1
55,No,Travel_Rarely,1280,Research & Development,5,4,Other,1,33,1,Female,59,1,4,Manager,3,Divorced,19094,10735,2,Y,No,13,2,5,80,1,26,1,0,14,15,2,9
39,No,Travel_Rarely,437,Sales,18,5,Life Sciences,2,1584,4,Female,88,2,4,Sales Executive,2,Single,4196,16377,3,Y,No,10,3,0,79,0,8,4,5,2,3,1,4
41,No,Travel_Frequently,776,Sales,17,3,Life Sciences,1,753,2,Male,49,0,3,Sales Executive,6,Married,6806,23683,4,Y,No,20,2,1,81,1,6,6,5,0,2,3,0
43,Yes,Travel_Rarely,619,Research & Development,17,3,Medical,2,1294,3,Female,75,1,3,Healthcare Representative,3,Married,7977,14074,0,Y,No,11,5,2,79,0,12,1,3,8,6,0,4
27,No,Travel_Rarely,1358,Sales,9,6,Life Sciences,2,1241,2,Male,59,3,2,Sales Executive,5,Single,4950,20623,2,Y,No,16,2,1,82,2,6,4,2,2,3,1,2
26,No,Travel_Rarely,1218,Research & Development,3,1,Medical,2,1835,1,Female,67,4,3,Research Scientist,0,Married,3590,12721,1,Y,No,27,3,2,79,1,1,2,3,4,3,0,3
36,No,Travel_Rarely,1136,Research & Development,22,0,Life Sciences,1,941,2,Female,50,1,4,Healthcare Representative,6,Married,4012,19168,0,Y,Yes,25,2,6,78,3,11,4,1,9,5,2,5
43,No,Travel_Rarely,263,Research & Development,6,1,Medical,0,957,5,Male,59,3,0,Laboratory Technician,2,Single,4723,3117,4,Y,Yes,11,1,5,79,1,20,2,3,16,12,1,17
54,Yes,Travel_Rarely,1168,Sales,26,5,Life Sciences,0,1966,1,Male,68,4,5,Sales Executive,1,Single,10446,5845,5,Y,Yes,14,1,0,82,0,16,4,3,1,1,0,4
35,Yes,Travel_Rarely,701,Research & Development,6,0,Medical,0,32,1,Male,82,5,1,Research Scientist,0,Single,2959,17104,1,Y,No,12,2,5,79,0,10,3,2,2,4,1,4
42,No,Travel_Rarely,1310,Research & Development,12,3,Medical,3,1129,5,Male,43,0,4,Research Director,1,Single,19627,17546,2,Y,No,14,3,3,81,0,23,0,4,18,6,2,10
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
48,No,Travel_Rarely,269,Research & Development,5,3,Medical,0,1509,4,Female,41,0,3,Laboratory Technician,0,Married,4788,23069,4,Y,No,24,6,0,81,0,8,3,5,2,0,1,2
32,Yes,Non-Travel,1476,Sales,9,3,Other,2,631,6,Male,58,4,2,Sales Executive,5,Married,4705,23914,6,Y,No,11,1,3,81,0,8,1,3,3,2,0,3
44,No,Travel_Rarely,429,Research & Development,1,5,Medical,2,1068,3,Male,40,3,4,Research Director,2,Divorced,19629,21447,10,Y,No,19,3,5,78,2,22,0,1,2,1,2,0
33,No,Travel_Rarely,1109,Sales,8,0,Life Sciences,1,806,3,Female,93,3,2,Sales Executive,1,Married,6502,13307,6,Y,No,19,3,0,79,3,6,3,1,5,4,0,3
37,No,Travel_Rarely,202,Research & Development,8,5,Medical,0,2015,4,Female,99,0,1,Research Director,1,Married,13206,3375,3,Y,No,12,1,0,79,0,20,2,5,20,16,0,13
34,No,Travel_Rarely,306,Sales,3,1,Other,3,788,3,Male,61,5,1,Sales Executive,3,Single,6274,18687,1,Y,No,20,4,2,82,0,6,5,1,4,4,0,3
41,No,Travel_Rarely,1398,Sales,0,3,Life Sciences,2,559,3,Female,79,2,7,Manager,4,Married,18040,13023,0,Y,No,14,3,3,81,1,23,2,4,20,14,1,13
29,No,Travel_Rarely,1116,Research & Development,6,1,Life Sciences,1,396,4,Female,65,1,0,Research Scientist,6,Single,3309,4490,1,Y,No,22,5,3,82,0,3,4,5,4,4,0,0
29,No,Non-Travel,212,Sales,0,0,Marketing,3,451,5,Male,73,3,4,Sales Executive,0,Married,6350,22106,1,Y,Yes,11,1,5,81,0,5,0,2,7,3,0,6
31,No,Travel_Rarely,1247,Sales,19,3,Life Sciences,0,1497,4,Male,79,2,3,Sales Executive,4,Divorced,8618,23758,2,Y,No,16,5,2,78,2,12,5,4,9,5,1,2
44,No,Travel_Rarely,1002,Research & Development,6,6,Life Sciences,0,1080,6,Female,72,4,2,Research Scientist,2,Divorced,4614,21029,9,Y,Yes,21,4,2,80,4,20,4,3,16,13,0,7
30,Yes,Travel_Frequently,1446,Research & Development,2,5,Life Sciences,3,1461,2,Female,100,4,3,Manufacturing Director,3,Single,7445,8930,2,Y,No,10,3,0,79,1,12,3,3,11,9,4,7
42,No,Travel_Rarely,335,Sales,8,3,Marketing,1,1907,4,Female,55,4,2,Sales Executive,0,Married,4391,26840,6,Y,No,20,2,4,82,2,14,4,5,3,4,3,5
20,No,Travel_Rarely,725,Sales,7,0,Life Sciences,1,1678,5,Male,53,4,2,Sales Representative,2,Single,2729,21082,2,Y,No,12,1,3,79,2,4,3,1,3,0,0,2
27,No,Travel_Rarely,685,Research & Development,2,1,Life Sciences,0,348,0,Female,61,2,3,Manufacturing Director,4,Married,4899,7503,2,Y,No,14,1,5,80,2,4,4,1,2,1,1,2
59,Yes,Travel_Rarely,146,Research & Development,24,5,Medical,0,163,2,Female,95,2,5,Healthcare Representative,2,Married,10314,3465,0,Y,No,10,5,2,78,0,40,1,2,39,11,13,8
23,No,Travel_Rarely,651,Research & Development,10,0,Medical,0,760,0,Male,39,3,3,Laboratory Technician,2,Married,2498,4344,0,Y,No,12,4,5,80,3,7,0,6,6,5,0,2
39,No,Travel_Frequently,670,Research & Development,5,3,Medical,2,446,4,Male,54,4,7,Manager,5,Married,19270,21140,0,Y,No,15,1,0,78,3,19,0,4,19,11,14,4
51,No,Travel_Rarely,1099,Research & Development,6,4,Medical,3,1255,0,Male,85,4,7,Manager,5,Married,18711,12126,1,Y,No,13,4,2,82,3,22,2,2,0,0,0,0
33,No,Travel_Frequently,480,Research & Development,4,5,Life Sciences,2,1352,5,Male,86,5,0,Research Scientist,5,Single,4248,2688,2,Y,Yes,9,3,1,78,0,9,3,4,9,7,3,2
18,Yes,Travel_Rarely,231,Research & Development,3,4,Life Sciences,0,406,3,Male,54,1,1,Laboratory Technician,4,Single,1419,25232,3,Y,No,11,2,2,78,2,0,4,3,2,2,2,0
49,No,Travel_Rarely,1048,Research & Development,9,1,Technical Degree,2,492,2,Male,102,1,4,Healthcare Representative,3,Single,10494,2753,8,Y,No,15,4,4,82,0,21,3,1,2,1,0,2
37,Yes,Travel_Rarely,1179,Research & Development,30,3,Medical,2,280,3,Male,71,2,3,Healthcare Representative,0,Married,6671,11356,5,Y,Yes,21,4,1,81,1,15,0,3,0,0,0,0
27,No,Travel_Frequently,1477,Research & Development,2,4,Life Sciences,2,384,1,Female,83,1,3,Manufacturing Director,1,Divorced,6397,26769,0,Y,No,22,5,2,81,2,4,8,0,6,3,0,2
34,No,Travel_Rarely,1351,Research & Development,8,0,Life Sciences,1,1603,2,Male,62,0,2,Laboratory Technician,2,Married,2692,7713,0,Y,No,19,2,4,82,0,0,7,3,0,1,0,0
54,No,Travel_Rarely,996,Research & Development,5,2,Life Sciences,0,1120,4,Male,85,3,1,Healthcare Representative,2,Single,10446,15320,7,Y,No,21,3,6,79,0,18,4,4,9,7,6,0
27,No,Travel_Rarely,949,Research & Development,3,1,Technical Degree,3,1415,0,Male,82,3,3,Laboratory Technician,2,Married,3228,4910,3,Y,No,9,2,0,82,0,5,2,3,1,2,0,0
39,No,Travel_Rarely,1205,Sales,24,1,Life Sciences,0,1678,4,Male,79,3,5,Sales Executive,4,Single,7084,11589,3,Y,Yes,17,2,2,80,1,22,2,5,3,0,1,0
49,No,Travel_Rarely,1000,Research & Development,3,2,Life Sciences,3,1826,3,Female,90,4,2,Manufacturing Director,4,Divorced,10333,19272,6,Y,Yes,14,4,3,79,3,30,6,2,24,12,13,9
44,No,Travel_Rarely,190,Research & Development,11,0,Life Sciences,0,544,0,Male,68,5,0,Research Scientist,4,Married,2655,9654,1,Y,No,20,5,4,79,1,7,2,3,3,2,2,1
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
33,No,Travel_Rarely,544,Research & Development,11,5,Life Sciences,2,935,2,Male,85,2,0,Laboratory Technician,3,Divorced,2006,6898,0,Y,No,16,2,1,81,1,0,3,3,0,0,0,2
26,No,Travel_Rarely,584,Research & Development,5,0,Life Sciences,2,1276,2,Male,52,5,3,Research Scientist,5,Single,2875,9974,2,Y,Yes,20,4,3,81,0,8,1,4,10,6,4,1
23,No,Travel_Rarely,961,Sales,28,1,Life Sciences,1,185,0,Male,43,0,4,Sales Executive,2,Married,8640,24833,0,Y,No,18,2,6,81,2,7,1,3,0,1,2,3
29,No,Travel_Rarely,1302,Research & Development,19,5,Other,1,1620,6,Male,68,3,0,Laboratory Technician,0,Divorced,4064,16288,1,Y,No,9,4,0,78,0,6,2,2,5,7,0,5
30,Yes,Travel_Frequently,752,Sales,25,2,Marketing,0,1965,2,Male,62,3,2,Sales Executive,3,Married,5616,21076,1,Y,Yes,10,5,3,81,0,10,5,2,8,9,0,7
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
42,No,Travel_Frequently,601,Human Resources,0,4,Human Resources,0,1644,1,Male,38,2,1,Human Resources,4,Married,5742,10501,6,Y,Yes,12,1,1,80,1,12,1,4,12,7,1,3
43,No,Travel_Rarely,919,Sales,6,4,Marketing,3,1706,3,Male,34,4,5,Sales Executive,1,Single,9240,15870,1,Y,No,14,1,4,82,1,12,1,4,9,10,10,7
28,No,Travel_Rarely,1423,Research & Development,0,3,Life Sciences,1,1504,1,Male,74,1,0,Research Scientist,2,Divorced,1563,12531,0,Y,No,12,1,3,78,3,2,3,0,2,1,2,1
35,No,Non-Travel,1230,Sales,6,6,Technical Degree,0,988,0,Male,84,1,2,Sales Executive,4,Divorced,5079,25952,3,Y,No,11,2,5,79,1,13,4,1,6,9,0,5
44,No,Travel_Frequently,1081,Research & Development,27,2,Life Sciences,2,1124,1,Female,84,1,2,Manufacturing Director,2,Married,10820,11534,6,Y,No,11,2,5,80,2,20,1,1,8,9,2,1
30,No,Travel_Rarely,1372,Research & Development,3,1,Medical,1,1585,4,Male,89,3,2,Laboratory Technician,0,Single,4725,16211,0,Y,Yes,20,4,3,79,2,12,2,3,9,9,2,5
41,No,Travel_Rarely,647,Sales,6,4,Marketing,2,1171,0,Male,43,2,0,Sales Executive,0,Single,5157,2255,9,Y,No,13,4,6,78,2,8,3,3,6,4,3,3
53,No,Travel_Rarely,622,Sales,1,6,Marketing,0,776,2,Male,33,4,4,Manager,0,Married,16855,10085,3,Y,No,11,1,0,82,1,36,4,2,36,7,0,15
37,No,Travel_Rarely,504,Research & Development,3,4,Technical Degree,1,397,3,Male,30,4,4,Research Scientist,0,Single,4487,26284,3,Y,No,13,4,6,78,1,10,2,1,6,2,6,9
30,Yes,Travel_Rarely,898,Research & Development,17,3,Medical,0,316,3,Male,87,0,1,Research Scientist,4,Single,2391,14963,2,Y,Yes,11,4,2,81,0,2,3,3,6,1,0,2
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3
37,No,Travel_Rarely,343,Sales,15,4,Marketing,2,867,4,Male,65,1,0,Sales Executive,3,Divorced,6335,24560,6,Y,No,20,3,4,78,1,7,3,3,1,0,1,0
35,No,Travel_Rarely,193,Sales,0,2,Medical,2,618,3,Female,82,3,2,Sales Executive,2,Single,4860,6696,1,Y,No,15,3,6,81,2,3,4,1,7,3,2,2
30,No,Travel_Rarely,1081,Research & Development,9,5,Medical,2,1708,5,Female,41,1,1,Laboratory Technician,1,Married,2974,25410,10,Y,No,19,3,1,80,0,11,2,3,3,1,3,4
33,No,Travel_Rarely,1403,Sales,3,3,Life Sciences,3,329,4,Female,56,5,0,Sales Representative,0,Married,3931,20988,4,Y,No,11,5,1,81,3,7,4,3,2,5,0,1
33,No,Travel_Rarely,921,Research & Development,0,4,Medical,1,611,3,Female,96,5,5,Research Director,2,Divorced,16182,22576,5,Y,No,18,3,5,78,3,12,2,5,6,3,2,4
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4
39,No,Travel_Rarely,410,Research & Development,18,1,Life Sciences,2,60,2,Male,74,3,2,Research Scientist,4,Married,3021,10229,4,Y,No,21,6,0,78,2,9,0,4,0,0,2,0
33,Yes,Travel_Rarely,1276,Research & Development,17,1,Medical,2,581,3,Male,56,3,3,Manager,2,Married,13609,24617,5,Y,Yes,10,3,3,79,0,15,1,2,9,4,6,5
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
41,Yes,Travel_Rarely,1104,Sales,2,4,Life Sciences,2,0,4,Female,95,3,1,Sales Executive,2,Single,5991,19479,7,Y,Yes,10,2,0,80,1,10,0,0,4,5,0,3
38,No,Travel_Frequently,1232,Sales,21,1,Medical,0,902,4,Female,56,4,0,Sales Representative,4,Married,2971,21223,7,Y,No,17,1,2,81,0,12,2,4,7,2,1,2
55,No,Travel_Rarely,1311,Research & Development,2,2,Life Sciences,0,506,2,Female,95,2,3,Manager,3,Single,16658,23259,0,Y,Yes,14,4,4,79,1,29,2,3,6,2,2,0
30,No,Non-Travel,975,Sales,24,5,Marketing,1,334,5,Male,98,5,3,Sales Executive,4,Married,4464,12070,2,Y,No,17,1,0,79,0,3,0,2,2,1,4,3
31,Yes,Travel_Rarely,738,Sales,3,4,Life Sciences,1,1563,2,Male,62,2,2,Sales Executive,0,Married,9714,5325,0,Y,No,11,5,5,80,1,11,2,5,11,8,5,8
33,No,Travel_Rarely,1350,Research & Development,3,5,Life Sciences,3,1579,2,Male,45,3,4,Research Scientist,6,Married,5485,13006,11,Y,No,17,3,1,82,0,7,5,1,2,1,4,0
30,No,Travel_Rarely,1001,Sales,5,2,Technical Degree,0,1747,3,Male,51,3,4,Sales Executive,5,Married,8345,20943,1,Y,No,17,2,2,81,2,7,5,2,3,2,0,0
34,No,Travel_Rarely,980,Research & Development,0,5,Medical,1,1174,5,Male,59,4,3,Laboratory Technician,2,Married,2259,16340,6,Y,No,10,5,4,78,3,9,1,4,7,0,0,5
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
50,No,Travel_Rarely,856,Sales,1,2,Medical,0,324,5,Female,70,1,4,Manager,3,Divorced,19515,24120,2,Y,No,11,5,4,82,2,33,4,1,7,0,0,6
54,No,Travel_Rarely,956,Research & Development,4,0,Technical Degree,0,630,4,Male,77,2,1,Research Scientist,2,Divorced,5578,22089,3,Y,Yes,11,2,4,81,3,17,5,3,12,11,8,7
45,No,Non-Travel,1195,Research & Development,2,4,Medical,0,265,0,Male,64,0,6,Manager,3,Married,16794,20464,9,Y,No,22,4,4,79,1,22,1,4,19,9,12,6
30,No,Non-Travel,1102,Research & Development,18,3,Medical,3,1948,2,Male,48,3,2,Research Scientist,1,Single,2144,2121,1,Y,No,14,1,5,82,0,4,4,1,6,2,0,4
60,No,Travel_Rarely,372,Research & Development,2,3,Medical,2,1697,4,Male,92,0,1,Healthcare Representative,5,Divorced,10885,20467,5,Y,No,20,2,4,81,0,21,1,4,0,2,1,0
34,Yes,Travel_Frequently,986,Human Resources,22,5,Human Resources,0,589,1,Female,44,4,2,Human Resources,3,Divorced,9951,11532,9,Y,Yes,13,5,1,80,1,11,2,2,4,4,0,1
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
44,No,Travel_Rarely,1208,Research & Development,1,5,Medical,3,1544,5,Male,70,4,1,Laboratory Technician,2,Married,4839,24052,4,Y,No,14,4,4,79,1,3,4,4,3,2,0,2
50,No,Travel_Rarely,835,Research & Development,0,3,Life Sciences,0,351,4,Male,94,4,0,Research Scientist,3,Married,2724,23229,2,Y,No,13,1,4,78,0,3,0,4,1,0,1,0
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
32,No,Non-Travel,1184,Research & Development,2,4,Life Sciences,0,953,3,Female,71,1,0,Laboratory Technician,0,Married,2331,3972,7,Y,No,18,6,2,82,0,6,2,1,5,2,1,1
35,No,Travel_Frequently,1300,Research & Development,5,5,Life Sciences,0,1593,0,Male,81,3,1,Laboratory Technician,3,Married,5563,19713,3,Y,Yes,13,4,2,80,3,11,1,5,3,0,2,0
47,No,Travel_Rarely,707,Research & Development,2,3,Life Sciences,0,1857,2,Male,81,3,3,Manufacturing Director,2,Divorced,8579,19989,4,Y,No,16,5,2,82,0,11,3,4,11,6,6,5
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
30,No,Travel_Rarely,1080,Research & Development,10,4,Medical,3,1709,2,Female,45,3,3,Laboratory Technician,5,Married,2976,25410,11,Y,No,19,3,2,82,1,8,4,2,7,4,0,1
39,No,Travel_Rarely,313,Human Resources,3,4,Human Resources,3,734,2,Male,59,4,4,Manager,1,Married,19189,19564,3,Y,No,10,4,4,78,0,20,5,5,23,8,3,10
28,No,Travel_Rarely,303,Research & Development,16,1,Life Sciences,1,1764,5,Male,58,5,3,Healthcare Representative,2,Married,5295,9129,5,Y,No,15,2,3,81,0,9,5,4,6,2,0,8
38,No,Travel_Rarely,799,Research & Development,2,5,Technical Degree,1,624,2,Female,57,4,1,Manufacturing Director,5,Single,7492,23846,2,Y,No,15,3,5,82,0,12,2,6,5,3,3,4
24,No,Travel_Rarely,592,Research & Development,4,1,Technical Degree,1,170,2,Male,100,5,2,Laboratory Technician,2,Married,2525,19301,0,Y,No,14,4,3,80,0,2,2,3,2,2,0,3
52,No,Travel_Rarely,1488,Research & Development,5,1,Life Sciences,1,547,5,Female,30,4,6,Manager,2,Married,16557,10310,4,Y,No,12,2,6,80,0,30,3,0,3,3,1,5
50,No,Travel_Frequently,238,Sales,10,4,Life Sciences,3,1283,4,Male,82,3,7,Manager,3,Divorced,19848,19197,2,Y,Yes,22,5,0,80,0,30,7,4,29,12,11,9
38,No,Non-Travel,1150,Research & Development,8,3,Life Sciences,1,288,6,Male,62,3,3,Healthcare Representative,4,Married,4877,14242,8,Y,No,14,5,5,81,3,3,4,1,2,4,1,0
44,Yes,Travel_Frequently,308,Sales,28,4,Life Sciences,0,682,1,Female,101,5,1,Sales Executive,0,Married,4285,5631,1,Y,No,13,5,3,81,0,4,3,5,1,0,1,1
27,Yes,Travel_Frequently,457,Research & Development,23,4,Life Sciences,3,1869,2,Male,73,4,1,Research Scientist,2,Single,2441,14751,0,Y,Yes,26,5,2,79,0,0,4,4,0,0,2,1
19,No,Non-Travel,288,Research & Development,5,0,Life Sciences,0,1014,4,Male,71,4,1,Research Scientist,2,Single,1052,13495,1,Y,No,13,3,6,80,1,0,2,4,0,0,2,0
41,No,Non-Travel,456,Research & Development,16,3,Life Sciences,3,1340,4,Male,74,5,3,Research Scientist,2,Divorced,3544,8533,8,Y,No,17,3,1,78,0,7,1,3,4,2,0,1
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
30,No,Travel_Rarely,495,Research & Development,11,2,Medical,0,1515,2,Male,66,4,1,Manager,5,Single,11243,21074,1,Y,No,26,2,4,79,0,12,4,6,6,4,1,1
46,No,Travel_Rarely,1127,Sales,10,5,Marketing,0,582,4,Female,93,4,3,Sales Executive,2,Married,9072,11561,1,Y,Yes,19,2,4,82,0,13,2,3,1,4,2,4
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
46,No,Travel_Rarely,1468,Research & Development,21,6,Medical,0,944,2,Male,50,2,1,Research Scientist,2,Married,2260,5542,3,Y,No,19,1,0,80,1,14,3,4,0,0,0,0
32,No,Travel_Rarely,402,Research & Development,1,3,Technical Degree,2,1385,2,Female,97,4,2,Healthcare Representative,2,Single,6688,6165,1,Y,No,13,5,5,81,0,15,1,2,16,12,6,9
35,No,Travel_Rarely,309,Research & Development,5,5,Life Sciences,0,1658,2,Male,78,3,3,Laboratory Technician,0,Single,2011,10950,3,Y,No,13,4,3,81,1,14,6,5,5,2,3,2
30,No,Travel_Rarely,672,Research & Development,27,0,Life Sciences,1,15,3,Male,30,5,0,Research Scientist,5,Divorced,2910,15168,0,Y,No,17,5,5,78,2,3,2,3,3,0,4,2
58,Yes,Travel_Rarely,601,Research & Development,8,4,Medical,0,1360,5,Female,55,2,1,Manufacturing Director,0,Married,10007,12023,5,Y,Yes,16,1,6,78,0,32,2,4,8,9,6,11
25,No,Travel_Rarely,880,Research & Development,20,2,Medical,2,1360,2,Male,66,3,3,Laboratory Technician,4,Married,3671,9077,2,Y,No,9,3,4,79,1,9,5,4,2,3,3,0
39,No,Travel_Rarely,108,Sales,10,1,Technical Degree,0,1240,1,Female,82,2,1,Sales Executive,2,Divorced,6854,11592,9,Y,No,12,1,2,79,3,7,3,6,7,2,3,2
37,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1371,6,Female,61,2,4,Laboratory Technician,2,Married,5362,10847,1,Y,No,12,1,0,78,2,12,0,2,10,7,1,1
46,No,Travel_Frequently,218,Sales,4,1,Medical,3,744,4,Female,47,2,6,Sales Executive,2,Divorced,13771,10227,9,Y,Yes,14,2,6,81,1,26,0,2,23,4,13,11
33,No,Travel_Rarely,503,Research & Development,17,0,Medical,0,2008,1,Female,97,4,1,Healthcare Representative,5,Married,4877,21654,1,Y,Yes,13,5,1,81,0,9,8,4,9,6,9,0
36,No,Travel_Rarely,364,Research & Development,0,5,Technical Degree,3,1238,2,Female,75,3,2,Manufacturing Director,3,Divorced,10252,4236,2,Y,Yes,20,2,1,78,0,15,4,3,6,5,5,8
31,No,Travel_Rarely,1084,Sales,11,1,Technical Degree,2,531,3,Female,81,3,1,Sales Executive,3,Single,6579,19559,0,Y,No,11,3,2,80,1,6,6,1,4,2,4,2
32,No,Travel_Rarely,703,Sales,28,4,Marketing,3,2037,6,Female,95,3,0,Sales Executive,1,Married,6713,8980,0,Y,No,19,4,4,80,1,8,0,1,8,6,3,9
